Date,Region,Terrain,Infrastructure_Type,Project_Category,Voltage_Level_kV,Weather_Condition,Route_Length_km,ACSR_Conductor_m,Towers_Steel_Count,Insulators_Count,Power_Transformers_Count,Circuit_Breakers_Count,Concrete_m3
2021-05-03,West,Rural,Substation,System_Upgrade,132,Heatwave,0.3949207128184483,4469.0,5.0,489.0,3.0,7.0,738.56
2021-05-04,North,Urban,Transmission_Line,Maintenance,400,Snow,17.181328377768658,6236.0,0.0,388.0,0.0,0.0,447.95
2021-05-04,West,Rural,Substation,System_Upgrade,400,Clear,0.4263546212194098,1056.0,11.0,94.0,1.0,7.0,835.31
2021-05-04,East,Urban,Substation,System_Upgrade,400,Snow,0.11940422426440217,3414.0,8.0,719.0,1.0,6.0,881.14
2021-05-04,Central,Mountainous,Transmission_Line,Maintenance,220,Rainy,86.57714821018949,24281.0,2.0,915.0,0.0,0.0,1146.89
2021-05-05,West,Urban,Transmission_Line,Maintenance,220,Storm,58.21418539515618,14087.0,1.0,647.0,0.0,0.0,941.6
2021-05-05,Central,Coastal,Substation,New_Installation,132,Rainy,0.8279850057214085,3027.0,20.0,389.0,3.0,7.0,134.14
2021-05-05,North,Rural,Substation,System_Upgrade,132,Clear,0.8785798559962527,4643.0,8.0,567.0,1.0,2.0,797.87
2021-05-05,Central,Rural,Substation,New_Installation,66,Storm,0.980367078065852,5329.0,12.0,133.0,1.0,7.0,182.49
2021-05-05,Central,Mountainous,Transmission_Line,New_Installation,132,Heatwave,12.018932539861295,50867.0,32.0,434.0,0.0,0.0,1907.26
2021-05-05,South,Rural,Transmission_Line,Maintenance,66,Clear,31.093214100092418,5776.0,0.0,173.0,0.0,0.0,155.14
2021-05-05,South,Coastal,Transmission_Line,Maintenance,400,Storm,85.90451152374806,28732.0,2.0,2251.0,0.0,0.0,2186.06
2021-05-05,South,Urban,Transmission_Line,System_Upgrade,132,Snow,75.64914744032852,314323.0,238.0,3995.0,0.0,0.0,15877.03
2021-05-07,Central,Mountainous,Transmission_Line,System_Upgrade,132,Storm,58.52352613412124,235574.0,175.0,2204.0,0.0,0.0,12476.65
2021-05-07,East,Coastal,Transmission_Line,Maintenance,132,Snow,50.66687854364648,10368.0,1.0,526.0,0.0,0.0,541.34
2021-05-07,Central,Rural,Transmission_Line,New_Installation,66,Snow,29.60245257413544,114473.0,82.0,794.0,0.0,0.0,3001.62
2021-05-07,East,Rural,Substation,Emergency_Repair,66,Storm,0.9953844423295003,3092.0,9.0,219.0,0.0,3.0,889.13
2021-05-08,East,Coastal,Transmission_Line,Maintenance,33,Rainy,61.7962512263474,11541.0,1.0,238.0,0.0,0.0,120.83
2021-05-08,South,Urban,Substation,Maintenance,66,Rainy,1.4540121077200032,97.0,9.0,433.0,0.0,1.0,64.22
2021-05-08,West,Urban,Substation,Maintenance,66,Snow,0.4166163567294152,380.0,15.0,296.0,0.0,1.0,81.79
2021-05-08,North,Mountainous,Transmission_Line,Maintenance,220,Clear,82.24547550472386,21076.0,2.0,964.0,0.0,0.0,1270.88
2021-05-08,South,Rural,Substation,Maintenance,132,Storm,0.7570414263642627,131.0,15.0,345.0,0.0,1.0,55.65
2021-05-09,South,Coastal,Transmission_Line,Emergency_Repair,66,Clear,52.80951791258376,21129.0,0.0,159.0,0.0,0.0,501.92
2021-05-09,West,Urban,Transmission_Line,Maintenance,132,Rainy,62.750910076651586,13843.0,1.0,533.0,0.0,0.0,657.45
2021-05-09,North,Mountainous,Transmission_Line,System_Upgrade,132,Clear,51.36903984099816,221414.0,157.0,2714.0,0.0,0.0,9122.48
2021-05-10,Central,Rural,Transmission_Line,Maintenance,220,Heatwave,59.33590589464131,14985.0,1.0,870.0,0.0,0.0,838.29
2021-05-10,Central,Rural,Substation,Maintenance,132,Heatwave,0.3118945828974553,317.0,17.0,177.0,0.0,0.0,14.8
2021-05-10,South,Mountainous,Transmission_Line,System_Upgrade,66,Rainy,46.05476823532034,156558.0,148.0,1132.0,0.0,0.0,3948.21
2021-05-10,North,Mountainous,Transmission_Line,Maintenance,132,Clear,31.644409738941505,6643.0,1.0,247.0,0.0,0.0,231.11
2021-05-10,South,Urban,Transmission_Line,Maintenance,33,Storm,13.172484619252668,2457.0,0.0,42.0,0.0,0.0,23.82
2021-05-10,East,Coastal,Transmission_Line,Maintenance,33,Rainy,23.206676435039455,4072.0,0.0,98.0,0.0,0.0,48.01
2021-05-10,South,Rural,Substation,Maintenance,220,Heatwave,1.244644676212171,123.0,6.0,582.0,0.0,1.0,88.04
2021-05-11,South,Coastal,Transmission_Line,System_Upgrade,66,Rainy,23.68520825188778,86732.0,77.0,766.0,0.0,0.0,2371.03
2021-05-11,Central,Rural,Substation,Maintenance,220,Clear,0.44402161922627736,358.0,7.0,155.0,0.0,1.0,68.83
2021-05-11,Central,Rural,Transmission_Line,Emergency_Repair,33,Clear,57.51889107673045,19214.0,0.0,101.0,0.0,0.0,305.53
2021-05-11,Central,Coastal,Substation,New_Installation,66,Clear,1.8189347627432717,4203.0,13.0,660.0,3.0,8.0,163.21
2021-05-11,East,Mountainous,Transmission_Line,Maintenance,132,Snow,79.92582081078383,19028.0,2.0,671.0,0.0,0.0,826.08
2021-05-11,Central,Urban,Substation,System_Upgrade,66,Clear,1.8196693099877157,2248.0,9.0,565.0,3.0,5.0,704.0
2021-05-12,North,Rural,Substation,System_Upgrade,400,Heatwave,1.207662384363379,594.0,5.0,904.0,2.0,6.0,733.41
2021-05-12,West,Mountainous,Transmission_Line,New_Installation,66,Heatwave,43.943308243567685,174291.0,124.0,1168.0,0.0,0.0,3471.33
2021-05-12,North,Rural,Transmission_Line,Maintenance,132,Snow,74.31592972648463,17461.0,2.0,591.0,0.0,0.0,720.21
2021-05-13,North,Urban,Transmission_Line,Maintenance,400,Heatwave,29.829582677351837,9705.0,0.0,661.0,0.0,0.0,867.11
2021-05-13,Central,Rural,Transmission_Line,Maintenance,220,Heatwave,12.415126010513353,3107.0,0.0,181.0,0.0,0.0,207.67
2021-05-14,West,Urban,Transmission_Line,Emergency_Repair,66,Rainy,37.73840530945788,12920.0,1.0,106.0,0.0,0.0,389.81
2021-05-14,West,Urban,Transmission_Line,Emergency_Repair,220,Clear,33.42748626126665,17093.0,0.0,238.0,0.0,0.0,1069.33
2021-05-15,West,Rural,Substation,Maintenance,66,Rainy,1.3835239628525702,227.0,10.0,219.0,0.0,0.0,16.38
2021-05-15,East,Rural,Transmission_Line,System_Upgrade,33,Rainy,57.37945448712236,195830.0,184.0,833.0,0.0,0.0,2508.01
2021-05-15,Central,Urban,Substation,Maintenance,33,Heatwave,0.36269966970599243,218.0,16.0,571.0,0.0,0.0,23.15
2021-05-15,West,Mountainous,Transmission_Line,New_Installation,132,Storm,91.30789707819463,382262.0,253.0,3922.0,0.0,0.0,18953.56
2021-05-15,East,Coastal,Transmission_Line,Maintenance,33,Clear,61.367199347956394,10265.0,1.0,209.0,0.0,0.0,126.0
2021-05-16,South,Urban,Transmission_Line,System_Upgrade,400,Storm,48.4800014152588,350731.0,136.0,5063.0,0.0,0.0,21681.8
2021-05-16,South,Rural,Transmission_Line,Emergency_Repair,400,Heatwave,94.03351807627209,62921.0,0.0,1065.0,0.0,0.0,5087.44
2021-05-17,East,Rural,Transmission_Line,Maintenance,66,Snow,14.243675635800578,2687.0,0.0,80.0,0.0,0.0,59.91
2021-05-18,East,Mountainous,Transmission_Line,Maintenance,220,Rainy,80.01132912327319,21636.0,2.0,1030.0,0.0,0.0,1289.22
2021-05-18,Central,Coastal,Substation,System_Upgrade,400,Heatwave,0.7928644608680177,1907.0,5.0,171.0,2.0,8.0,400.72
2021-05-18,Central,Urban,Transmission_Line,Maintenance,66,Heatwave,71.0620263377773,12147.0,2.0,335.0,0.0,0.0,309.31
2021-05-18,South,Urban,Substation,Maintenance,220,Storm,1.8683783125305895,403.0,16.0,289.0,0.0,1.0,17.44
2021-05-18,West,Coastal,Transmission_Line,System_Upgrade,33,Snow,54.18274264611465,197291.0,167.0,852.0,0.0,0.0,2798.69
2021-05-18,South,Urban,Substation,System_Upgrade,66,Rainy,0.14301376451461995,3521.0,10.0,496.0,3.0,3.0,604.99
2021-05-19,West,Coastal,Substation,Maintenance,220,Snow,0.1548116373274421,378.0,10.0,850.0,0.0,0.0,46.25
2021-05-19,West,Rural,Substation,Maintenance,132,Snow,0.7280655562622153,162.0,16.0,528.0,0.0,0.0,92.4
2021-05-19,Central,Coastal,Transmission_Line,Maintenance,132,Snow,79.25753084253088,16260.0,2.0,822.0,0.0,0.0,703.54
2021-05-19,North,Urban,Transmission_Line,New_Installation,400,Clear,32.38482759199036,222321.0,90.0,3668.0,0.0,0.0,16865.98
2021-05-19,North,Coastal,Substation,System_Upgrade,220,Snow,0.7354903416838136,1937.0,9.0,620.0,3.0,4.0,278.16
2021-05-19,East,Mountainous,Transmission_Line,Maintenance,132,Heatwave,79.52376775376902,18707.0,2.0,704.0,0.0,0.0,707.01
2021-05-20,Central,Rural,Substation,System_Upgrade,400,Clear,0.3207594304466336,1616.0,19.0,281.0,2.0,4.0,753.69
2021-05-20,West,Rural,Transmission_Line,New_Installation,66,Clear,85.44723138647413,293665.0,260.0,2208.0,0.0,0.0,7208.44
2021-05-20,North,Coastal,Transmission_Line,Maintenance,66,Snow,30.25028897764012,5422.0,0.0,179.0,0.0,0.0,116.19
2021-05-20,West,Urban,Transmission_Line,New_Installation,220,Heatwave,9.866191747746281,50730.0,28.0,740.0,0.0,0.0,3525.82
2021-05-21,North,Mountainous,Transmission_Line,Emergency_Repair,220,Rainy,16.14755710835048,7780.0,1.0,81.0,0.0,0.0,480.07
2021-05-21,North,Rural,Substation,Maintenance,220,Snow,1.909854284803765,426.0,14.0,439.0,0.0,0.0,20.44
2021-05-21,North,Rural,Transmission_Line,Maintenance,220,Clear,47.8757757291675,12080.0,1.0,654.0,0.0,0.0,740.41
2021-05-21,Central,Urban,Transmission_Line,New_Installation,132,Rainy,29.361620069853515,129246.0,80.0,1149.0,0.0,0.0,5358.54
2021-05-21,South,Urban,Transmission_Line,Maintenance,132,Rainy,54.520740267023534,11471.0,1.0,549.0,0.0,0.0,520.88
2021-05-21,West,Mountainous,Transmission_Line,New_Installation,400,Clear,69.82293207241102,462132.0,192.0,8467.0,0.0,0.0,35778.03
2021-05-21,Central,Coastal,Substation,Maintenance,132,Rainy,0.7057169752837317,164.0,11.0,1100.0,0.0,1.0,25.35
2021-05-21,Central,Urban,Transmission_Line,Maintenance,66,Heatwave,73.90076430029728,13528.0,2.0,454.0,0.0,0.0,327.17
2021-05-21,Central,Coastal,Transmission_Line,Maintenance,400,Heatwave,28.963944836184194,9571.0,0.0,787.0,0.0,0.0,939.11
2021-05-22,Central,Mountainous,Substation,Maintenance,132,Snow,0.313440740883677,198.0,18.0,818.0,0.0,1.0,43.47
2021-05-22,Central,Coastal,Substation,Maintenance,220,Snow,1.1444456187012801,343.0,8.0,292.0,0.0,1.0,109.15
2021-05-22,East,Rural,Substation,Maintenance,132,Rainy,0.3871254841988476,434.0,12.0,786.0,0.0,0.0,77.77
2021-05-22,West,Coastal,Transmission_Line,Maintenance,33,Clear,94.3460634764183,16867.0,2.0,382.0,0.0,0.0,196.24
2021-05-22,Central,Mountainous,Transmission_Line,New_Installation,400,Heatwave,5.042657672525824,32618.0,16.0,557.0,0.0,0.0,2516.83
2021-05-22,West,Mountainous,Substation,System_Upgrade,132,Storm,1.5358225899364384,1989.0,7.0,1072.0,2.0,4.0,531.85
2021-05-23,East,Mountainous,Substation,Maintenance,132,Snow,0.6309990875181306,317.0,12.0,278.0,0.0,0.0,63.95
2021-05-23,East,Coastal,Transmission_Line,New_Installation,66,Heatwave,85.37825186837486,313286.0,240.0,1925.0,0.0,0.0,8185.08
2021-05-23,West,Rural,Transmission_Line,New_Installation,220,Rainy,10.714333955335649,54508.0,29.0,722.0,0.0,0.0,2838.33
2021-05-23,North,Urban,Substation,System_Upgrade,220,Heatwave,1.910701136769186,3017.0,16.0,421.0,1.0,5.0,707.03
2021-05-23,South,Rural,Substation,Emergency_Repair,66,Heatwave,0.29265027928272547,1385.0,6.0,694.0,0.0,9.0,558.47
2021-05-24,North,Coastal,Transmission_Line,Maintenance,66,Rainy,79.84886172836731,15772.0,2.0,457.0,0.0,0.0,424.36
2021-05-25,North,Coastal,Substation,Maintenance,33,Snow,1.0829502059076483,249.0,6.0,667.0,0.0,0.0,28.47
2021-05-25,North,Urban,Substation,Maintenance,400,Snow,0.9177501045674115,524.0,11.0,246.0,0.0,0.0,61.92
2021-05-26,Central,Coastal,Transmission_Line,System_Upgrade,220,Storm,31.6147996614758,165513.0,87.0,1767.0,0.0,0.0,8498.59
2021-05-26,East,Mountainous,Transmission_Line,Emergency_Repair,66,Storm,84.9301058486612,30830.0,1.0,196.0,0.0,0.0,665.01
2021-05-26,North,Mountainous,Substation,Maintenance,66,Snow,0.4795276553126052,397.0,13.0,205.0,0.0,0.0,40.89
2021-05-26,East,Mountainous,Substation,System_Upgrade,400,Snow,1.4703584224864326,4126.0,13.0,653.0,3.0,3.0,536.86
2021-05-26,West,Mountainous,Substation,Emergency_Repair,66,Snow,0.947004136953212,4756.0,13.0,926.0,0.0,9.0,906.93
2021-05-26,South,Mountainous,Substation,Maintenance,33,Snow,1.9971405135798128,467.0,18.0,633.0,0.0,0.0,21.62
2021-05-26,West,Coastal,Transmission_Line,Maintenance,400,Heatwave,63.0829069161284,23006.0,1.0,1332.0,0.0,0.0,1788.06
2021-05-27,West,Urban,Transmission_Line,New_Installation,33,Storm,14.898012363258,54653.0,46.0,265.0,0.0,0.0,738.31
2021-05-27,Central,Urban,Transmission_Line,New_Installation,132,Rainy,44.85451296943996,202081.0,145.0,1827.0,0.0,0.0,6844.37
2021-05-27,South,Mountainous,Transmission_Line,Emergency_Repair,220,Clear,11.298403136593599,5414.0,0.0,64.0,0.0,0.0,273.74
2021-05-27,West,Coastal,Transmission_Line,Maintenance,66,Rainy,32.13728526696588,6494.0,0.0,177.0,0.0,0.0,134.09
2021-05-27,West,Rural,Substation,System_Upgrade,400,Clear,0.7523019102740989,1734.0,14.0,173.0,1.0,3.0,562.06
2021-05-28,South,Rural,Transmission_Line,System_Upgrade,33,Heatwave,86.05177779226227,274536.0,256.0,1778.0,0.0,0.0,3276.33
2021-05-28,South,Coastal,Transmission_Line,New_Installation,220,Storm,84.60881027771589,480718.0,272.0,5101.0,0.0,0.0,22876.04
2021-05-29,West,Mountainous,Transmission_Line,Maintenance,220,Clear,6.097935898423114,1708.0,0.0,72.0,0.0,0.0,76.25
2021-05-29,South,Urban,Substation,System_Upgrade,66,Snow,1.1113293685096755,4399.0,15.0,942.0,2.0,7.0,544.68
2021-05-29,West,Coastal,Transmission_Line,Emergency_Repair,220,Heatwave,26.236656782311833,13565.0,0.0,186.0,0.0,0.0,873.77
2021-05-29,West,Rural,Transmission_Line,Emergency_Repair,66,Clear,35.408844314327794,12481.0,2.0,91.0,0.0,0.0,338.32
2021-05-30,Central,Rural,Transmission_Line,Maintenance,132,Snow,7.056872124925843,1602.0,0.0,69.0,0.0,0.0,58.16
2021-05-30,North,Rural,Substation,Maintenance,66,Heatwave,1.5245171443460948,341.0,8.0,388.0,0.0,1.0,9.82
2021-05-30,West,Mountainous,Transmission_Line,Maintenance,33,Clear,95.30602869647812,15231.0,2.0,303.0,0.0,0.0,219.04
2021-05-30,East,Rural,Transmission_Line,System_Upgrade,220,Snow,25.83036882981592,144641.0,74.0,1512.0,0.0,0.0,7947.92
2021-05-30,North,Coastal,Transmission_Line,Maintenance,220,Storm,37.468422369544086,9402.0,1.0,449.0,0.0,0.0,559.88
2021-05-30,North,Coastal,Transmission_Line,System_Upgrade,220,Heatwave,24.611229499337103,128007.0,77.0,1590.0,0.0,0.0,6613.0
2021-05-30,North,Rural,Substation,Maintenance,66,Clear,1.8670924609189044,112.0,17.0,130.0,0.0,1.0,9.71
2021-05-31,Central,Coastal,Substation,System_Upgrade,400,Snow,0.11777633902411086,4048.0,8.0,302.0,2.0,8.0,170.62
2021-05-31,West,Rural,Substation,Maintenance,66,Storm,1.2093383344529667,311.0,14.0,417.0,0.0,1.0,48.7
2021-05-31,Central,Rural,Transmission_Line,Maintenance,33,Snow,87.72257630660424,15629.0,2.0,331.0,0.0,0.0,212.51
2021-05-31,West,Urban,Substation,Maintenance,66,Storm,0.45398363081915893,342.0,4.0,217.0,0.0,1.0,60.72
2021-05-31,Central,Mountainous,Transmission_Line,Maintenance,220,Clear,61.049552679397806,17232.0,1.0,815.0,0.0,0.0,1092.5
2021-05-31,Central,Mountainous,Transmission_Line,Maintenance,132,Snow,9.811569962164068,2076.0,0.0,101.0,0.0,0.0,82.62
2021-06-01,East,Urban,Substation,New_Installation,33,Snow,1.6477117537788377,1022.0,18.0,585.0,2.0,6.0,769.34
2021-06-01,Central,Urban,Transmission_Line,New_Installation,132,Rainy,31.070766663429126,139475.0,87.0,1571.0,0.0,0.0,4965.82
2021-06-01,South,Mountainous,Transmission_Line,Maintenance,33,Heatwave,98.93157463354976,15214.0,2.0,388.0,0.0,0.0,209.21
2021-06-01,East,Rural,Transmission_Line,Emergency_Repair,33,Snow,92.5909139465288,32978.0,2.0,186.0,0.0,0.0,477.83
2021-06-01,Central,Rural,Transmission_Line,Maintenance,220,Storm,74.58901714360782,20501.0,2.0,867.0,0.0,0.0,1119.87
2021-06-01,North,Mountainous,Transmission_Line,New_Installation,66,Heatwave,52.20005093029171,195548.0,150.0,1431.0,0.0,0.0,3957.18
2021-06-01,South,Rural,Substation,System_Upgrade,220,Clear,1.5565193125357135,1476.0,17.0,333.0,3.0,9.0,198.99
2021-06-01,South,Urban,Transmission_Line,Maintenance,220,Heatwave,17.407859516562404,4751.0,0.0,188.0,0.0,0.0,235.71
2021-06-02,South,Rural,Substation,System_Upgrade,220,Rainy,0.6893793152669252,1620.0,15.0,466.0,1.0,2.0,535.82
2021-06-02,East,Rural,Transmission_Line,Maintenance,132,Clear,7.555156914801421,1568.0,0.0,79.0,0.0,0.0,77.41
2021-06-02,Central,Coastal,Substation,New_Installation,33,Snow,1.3255468190585062,2329.0,16.0,943.0,1.0,4.0,164.64
2021-06-02,Central,Coastal,Transmission_Line,Maintenance,400,Clear,81.52607561774387,29936.0,2.0,2225.0,0.0,0.0,2444.27
2021-06-03,North,Coastal,Transmission_Line,Maintenance,66,Clear,94.89712758375093,19190.0,2.0,512.0,0.0,0.0,511.41
2021-06-03,North,Rural,Transmission_Line,New_Installation,220,Rainy,70.21818257977291,375969.0,226.0,3592.0,0.0,0.0,24197.95
2021-06-03,South,Mountainous,Substation,New_Installation,33,Storm,1.4909733564231857,3300.0,6.0,430.0,3.0,3.0,699.42
2021-06-03,North,Urban,Transmission_Line,New_Installation,66,Clear,90.06829893232036,340704.0,245.0,2720.0,0.0,0.0,8447.01
2021-06-03,East,Rural,Transmission_Line,Maintenance,400,Storm,93.95591274152198,34709.0,2.0,2189.0,0.0,0.0,2465.63
2021-06-03,Central,Mountainous,Transmission_Line,Maintenance,400,Heatwave,51.67326723762205,18505.0,1.0,1317.0,0.0,0.0,1291.79
2021-06-03,South,Rural,Substation,Maintenance,220,Rainy,0.30859604044572114,305.0,10.0,344.0,0.0,1.0,12.19
2021-06-03,North,Urban,Transmission_Line,New_Installation,400,Snow,49.309644437854935,309173.0,142.0,4845.0,0.0,0.0,30146.02
2021-06-04,East,Rural,Transmission_Line,Maintenance,400,Clear,57.827016972867526,18058.0,1.0,1553.0,0.0,0.0,1393.14
2021-06-04,East,Urban,Substation,Maintenance,66,Storm,1.2999350656515336,79.0,18.0,999.0,0.0,1.0,59.1
2021-06-04,North,Rural,Transmission_Line,Maintenance,66,Clear,98.98203294438098,20009.0,2.0,474.0,0.0,0.0,382.34
2021-06-04,Central,Urban,Transmission_Line,New_Installation,220,Rainy,92.16850545262321,488747.0,266.0,5083.0,0.0,0.0,25171.02
2021-06-04,North,Rural,Transmission_Line,New_Installation,33,Snow,42.65459926084421,139863.0,131.0,667.0,0.0,0.0,2098.2
2021-06-04,South,Urban,Substation,Maintenance,220,Heatwave,0.3155620039143487,193.0,12.0,988.0,0.0,1.0,57.96
2021-06-05,North,Coastal,Transmission_Line,New_Installation,132,Heatwave,25.405201831153747,106331.0,73.0,934.0,0.0,0.0,4910.98
2021-06-05,East,Rural,Transmission_Line,Maintenance,400,Storm,21.51096416917495,7025.0,0.0,445.0,0.0,0.0,593.58
2021-06-05,North,Rural,Transmission_Line,Maintenance,33,Heatwave,38.82120907915468,6930.0,1.0,120.0,0.0,0.0,104.31
2021-06-06,Central,Mountainous,Transmission_Line,Maintenance,66,Storm,88.26648197479705,17753.0,2.0,543.0,0.0,0.0,457.2
2021-06-06,West,Mountainous,Transmission_Line,Maintenance,132,Snow,46.60700808412833,10313.0,1.0,425.0,0.0,0.0,425.88
2021-06-07,North,Urban,Transmission_Line,Maintenance,132,Clear,58.89135028279643,12939.0,1.0,446.0,0.0,0.0,594.81
2021-06-07,Central,Rural,Substation,Maintenance,400,Rainy,0.44041706219355825,189.0,13.0,412.0,0.0,0.0,35.32
2021-06-07,Central,Urban,Transmission_Line,System_Upgrade,66,Snow,51.82058669351767,209061.0,165.0,1335.0,0.0,0.0,4381.15
2021-06-07,East,Coastal,Transmission_Line,Emergency_Repair,33,Snow,87.99463353302774,27611.0,0.0,172.0,0.0,0.0,430.16
2021-06-07,Central,Mountainous,Substation,Maintenance,66,Heatwave,1.569580200684346,405.0,10.0,795.0,0.0,1.0,98.35
2021-06-07,Central,Urban,Substation,Maintenance,400,Heatwave,0.25426236001814106,214.0,12.0,786.0,0.0,1.0,56.36
2021-06-08,Central,Urban,Transmission_Line,Maintenance,132,Rainy,86.89686553126093,20502.0,2.0,900.0,0.0,0.0,832.23
2021-06-08,Central,Mountainous,Transmission_Line,System_Upgrade,400,Clear,31.01366925489302,200815.0,84.0,3047.0,0.0,0.0,15725.57
2021-06-08,South,Rural,Substation,New_Installation,220,Snow,1.364860873745938,2668.0,16.0,651.0,3.0,3.0,388.05
2021-06-09,South,Urban,Transmission_Line,System_Upgrade,132,Heatwave,18.906375988559475,74705.0,57.0,1020.0,0.0,0.0,3791.38
2021-06-09,East,Mountainous,Substation,Maintenance,400,Snow,1.3818243031630242,105.0,11.0,881.0,0.0,0.0,91.53
2021-06-09,North,Rural,Transmission_Line,Maintenance,33,Clear,8.391635741430516,1571.0,0.0,29.0,0.0,0.0,20.22
2021-06-09,Central,Coastal,Transmission_Line,New_Installation,33,Storm,62.061246601670696,212546.0,171.0,1249.0,0.0,0.0,2864.67
2021-06-09,North,Mountainous,Transmission_Line,Maintenance,33,Clear,66.3643162223277,11984.0,1.0,242.0,0.0,0.0,165.24
2021-06-09,North,Urban,Substation,Maintenance,220,Snow,0.5645437567122219,528.0,11.0,155.0,0.0,0.0,27.24
2021-06-09,East,Coastal,Transmission_Line,New_Installation,66,Snow,94.01272852249559,374739.0,259.0,2170.0,0.0,0.0,7601.11
2021-06-10,Central,Rural,Substation,Maintenance,33,Rainy,0.187347535680911,287.0,5.0,624.0,0.0,0.0,57.03
2021-06-10,Central,Rural,Transmission_Line,System_Upgrade,220,Snow,89.71238604456919,471888.0,257.0,6434.0,0.0,0.0,32094.48
2021-06-10,West,Mountainous,Transmission_Line,Maintenance,33,Heatwave,41.28026132604044,6503.0,1.0,165.0,0.0,0.0,81.39
2021-06-10,North,Mountainous,Transmission_Line,Maintenance,220,Rainy,72.82190046173807,18259.0,2.0,1070.0,0.0,0.0,1161.73
2021-06-10,North,Mountainous,Substation,New_Installation,33,Snow,1.3379420119610774,638.0,4.0,1030.0,3.0,6.0,96.05
2021-06-11,South,Rural,Transmission_Line,Emergency_Repair,66,Clear,20.983390522659572,7039.0,0.0,48.0,0.0,0.0,172.81
2021-06-11,West,Coastal,Transmission_Line,Emergency_Repair,400,Snow,35.30493118103658,26173.0,1.0,417.0,0.0,0.0,1822.69
2021-06-11,South,Rural,Substation,Maintenance,33,Clear,1.1063796137338144,455.0,12.0,688.0,0.0,0.0,102.31
2021-06-11,South,Urban,Transmission_Line,Maintenance,400,Clear,85.41847568653765,30553.0,2.0,1992.0,0.0,0.0,2767.13
2021-06-11,South,Rural,Transmission_Line,Maintenance,33,Snow,95.71170721386953,17365.0,2.0,302.0,0.0,0.0,242.9
2021-06-11,East,Urban,Transmission_Line,Maintenance,66,Clear,6.9557301670379665,1358.0,0.0,32.0,0.0,0.0,34.0
2021-06-11,East,Coastal,Transmission_Line,Maintenance,400,Storm,38.49303426974582,14463.0,1.0,984.0,0.0,0.0,1249.43
2021-06-11,South,Mountainous,Transmission_Line,System_Upgrade,220,Rainy,68.47367283533396,357140.0,213.0,3485.0,0.0,0.0,20703.69
2021-06-11,West,Mountainous,Substation,Maintenance,33,Snow,1.1026859231610675,178.0,9.0,781.0,0.0,1.0,12.18
2021-06-11,North,Rural,Transmission_Line,Maintenance,33,Storm,94.5871010063921,15102.0,2.0,304.0,0.0,0.0,243.85
2021-06-11,West,Mountainous,Transmission_Line,Maintenance,220,Clear,6.61209628091504,1806.0,0.0,91.0,0.0,0.0,104.88
2021-06-11,Central,Coastal,Substation,System_Upgrade,66,Clear,0.9317048573735082,2729.0,7.0,505.0,3.0,3.0,522.15
2021-06-12,East,Mountainous,Transmission_Line,New_Installation,132,Rainy,68.53636554143911,311688.0,196.0,3076.0,0.0,0.0,11483.83
2021-06-12,North,Rural,Transmission_Line,Maintenance,33,Storm,25.670452817455814,4382.0,0.0,110.0,0.0,0.0,54.47
2021-06-12,North,Coastal,Transmission_Line,Maintenance,220,Storm,73.95778168092009,19591.0,2.0,983.0,0.0,0.0,1138.59
2021-06-13,Central,Urban,Substation,Maintenance,132,Snow,0.25433439362048615,329.0,19.0,792.0,0.0,0.0,11.69
2021-06-13,Central,Rural,Substation,Emergency_Repair,33,Clear,0.9569732060144992,4571.0,13.0,764.0,0.0,2.0,477.65
2021-06-13,South,Urban,Transmission_Line,New_Installation,400,Heatwave,69.24232083811695,453678.0,210.0,8872.0,0.0,0.0,31442.44
2021-06-13,East,Coastal,Substation,Emergency_Repair,220,Snow,0.6068385436569149,2832.0,15.0,302.0,0.0,3.0,973.66
2021-06-13,East,Rural,Transmission_Line,New_Installation,400,Snow,12.015409679149965,80340.0,33.0,1141.0,0.0,0.0,6728.45
2021-06-14,West,Rural,Substation,New_Installation,66,Snow,1.9183410586189413,2928.0,7.0,935.0,1.0,4.0,310.83
2021-06-14,South,Coastal,Substation,System_Upgrade,132,Rainy,1.836263754710999,3940.0,6.0,727.0,1.0,4.0,409.83
2021-06-14,South,Mountainous,Transmission_Line,Maintenance,220,Rainy,93.00514160311462,25886.0,3.0,1340.0,0.0,0.0,1407.7
2021-06-14,South,Rural,Substation,Maintenance,33,Snow,1.9591545282656833,255.0,15.0,378.0,0.0,1.0,114.39
2021-06-14,South,Rural,Transmission_Line,Maintenance,33,Heatwave,22.546315169080298,3717.0,0.0,72.0,0.0,0.0,56.59
2021-06-15,East,Urban,Transmission_Line,Maintenance,132,Storm,19.988719790282296,4025.0,0.0,165.0,0.0,0.0,170.9
2021-06-15,East,Mountainous,Substation,Maintenance,400,Storm,0.16500771379458637,253.0,6.0,593.0,0.0,1.0,36.26
2021-06-15,South,Urban,Substation,System_Upgrade,400,Clear,1.7944632964737866,921.0,12.0,772.0,2.0,7.0,391.51
2021-06-15,West,Urban,Transmission_Line,System_Upgrade,220,Storm,76.51246990791545,410168.0,219.0,4151.0,0.0,0.0,24165.51
2021-06-16,North,Mountainous,Substation,Maintenance,220,Storm,1.303198581125139,394.0,18.0,377.0,0.0,1.0,10.27
2021-06-16,North,Mountainous,Transmission_Line,Maintenance,400,Heatwave,93.12923512268304,31471.0,2.0,1901.0,0.0,0.0,2236.67
